audio,text
F0000000001_0031.wav,เพิ่ม ใน เพลลิสต์ เพลง ก่อนนอน
F0000000001_0032.wav,เล่น เพลง จาก เพลลิสต์ เพลง ก่อน นอน
F0000000001_0044.wav,พอส
F0000000001_0045.wav,สต็อป
F0000000001_0046.wav,ปิด โปรแกรม
F0000000001_0047.wav,โกวาจี บ๊ายบาย
F0000000001_0048.wav,ชัท ดาว
F0000000001_0051.wav,เปิด เพลง ไอแฮทยูไอเลิฟยู
F0000000001_0053.wav,เปิด เพลง เซเยส
F0000000001_0055.wav,เปิด เพลง เอฟเวอรี่ไทม
F0000000001_0056.wav,ขอ เพลง แคนท์เทคมายอายส์ออฟออฟยู
F0000000001_0060.wav,ขอ เพลง สเตย์วิฟมี
F0000000001_0061.wav,เล่น เพลง จาก เพลลิสต์ เพลง โปรด
F0000000001_0062.wav,เล่น เพลง จาก เพลลิสต์ เพลง อก หัก
F0000000001_0063.wav,เล่น เพลง จาก เพลลิสต์ เพลง ลูก ทุ่ง
F0000000001_0064.wav,เล่น เพลง ของ มารูนไฟฟ์
F0000000001_0065.wav,เล่น เพลง ของ ซูเปอร์จูเนียร์
F0000000001_0066.wav,เล่น เพลง ของ ศิลปิน ริฮันน่า
F0000000001_0068.wav,เล่น เพลง ของ ศิลปิน โจอี้บอย
F0000000001_0069.wav,เล่น เพลง จาก อัลบั้ม เดอะเรด
F0000000001_0070.wav,เล่น เพลง จาก อัลบั้ม เดอะเววเวท
F0000000001_0071.wav,โกวาจี แรนด้อม เพลง
F0000000001_0072.wav,โกวาจี เล่น ห้า เพลง
F0000000001_0073.wav,โกวาจี เล่น สิบ เพลง
F0000000001_0077.wav,โกวาจี ลา ก่อน
F0000000001_0079.wav,ชัฟเฟิล
F0000000001_0081.wav,กู๊ดไนท์
F0000000001_0082.wav,ลบ เพลง นี้ ออก จาก เพลย์ลิส
F0000000001_0083.wav,เอา ออก จาก เพลย์ลิส
F0000000001_0087.wav,ห้าม เล่น เพลง ของ เทเลอร์สวิฟ
F0000000001_0093.wav,โกวาจี เรา จบ กัน แค่ นี้
F0000000001_0099.wav,โกวาจี ขอบคุณ
M0000000002_0000.wav,โกวาจี
M0000000002_0001.wav,โกวาจี เล่น เพลง เชบออฟยู
M0000000002_0002.wav,โกวาจี เล่น เพลง ชูก้า
M0000000002_0003.wav,โกวาจี เล่น เพลง สเตย์
M0000000002_0004.wav,โกวาจี เล่น เพลง คู่ ชีวิต
M0000000002_0005.wav,โกวาจี เล่น เพลง อ้าว
M0000000002_0011.wav,เพลง ต่อ ไป อยู่ ใน อัลบั้ม อะไร
M0000000002_0018.wav,แรนดอม เพลง
M0000000002_0020.wav,โกวาจี เพิ่ม เสียง
M0000000002_0030.wav,เพิ่ม ใน เพลลิสต์ เพลง โปรด
M0000000002_0031.wav,เพิ่ม ใน เพลลิสต์ เพลง ก่อนนอน
M0000000002_0032.wav,เล่น เพลง จาก เพลลิสต์ เพลง ก่อน นอน
M0000000002_0044.wav,พอส
M0000000002_0045.wav,สต็อป
M0000000002_0046.wav,ปิด โปรแกรม
M0000000002_0047.wav,โกวาจี บ๊ายบาย
M0000000002_0048.wav,ชัท ดาว
M0000000002_0051.wav,เปิด เพลง ไอแฮทยูไอเลิฟยู
M0000000002_0053.wav,เปิด เพลง เซเยส
M0000000002_0055.wav,เปิด เพลง เอฟเวอรี่ไทม
M0000000002_0056.wav,ขอ เพลง แคนท์เทคมายอายส์ออฟออฟยู
M0000000002_0060.wav,ขอ เพลง สเตย์วิฟมี
M0000000002_0061.wav,เล่น เพลง จาก เพลลิสต์ เพลง โปรด
M0000000002_0062.wav,เล่น เพลง จาก เพลลิสต์ เพลง อก หัก
M0000000002_0063.wav,เล่น เพลง จาก เพลลิสต์ เพลง ลูก ทุ่ง
M0000000002_0064.wav,เล่น เพลง ของ มารูนไฟฟ์
M0000000002_0065.wav,เล่น เพลง ของ ซูเปอร์จูเนียร์
M0000000002_0066.wav,เล่น เพลง ของ ศิลปิน ริฮันน่า
M0000000002_0068.wav,เล่น เพลง ของ ศิลปิน โจอี้บอย
M0000000002_0069.wav,เล่น เพลง จาก อัลบั้ม เดอะเรด
M0000000002_0070.wav,เล่น เพลง จาก อัลบั้ม เดอะเววเวท
M0000000002_0071.wav,โกวาจี แรนด้อม เพลง
M0000000002_0072.wav,โกวาจี เล่น ห้า เพลง
M0000000002_0073.wav,โกวาจี เล่น สิบ เพลง
M0000000002_0077.wav,โกวาจี ลา ก่อน
M0000000002_0079.wav,ชัฟเฟิล
M0000000002_0081.wav,กู๊ดไนท์
M0000000002_0082.wav,ลบ เพลง นี้ ออก จาก เพลย์ลิส
M0000000002_0083.wav,เอา ออก จาก เพลย์ลิส
M0000000002_0087.wav,ห้าม เล่น เพลง ของ เทเลอร์สวิฟ
M0000000002_0093.wav,โกวาจี เรา จบ กัน แค่ นี้
M0000000002_0099.wav,โกวาจี ขอบคุณ
M0000000003_0000.wav,โกวาจี
M0000000003_0001.wav,โกวาจี เล่น เพลง เชบออฟยู
M0000000003_0002.wav,โกวาจี เล่น เพลง ชูก้า
M0000000003_0003.wav,โกวาจี เล่น เพลง สเตย์
M0000000003_0004.wav,โกวาจี เล่น เพลง คู่ ชีวิต
M0000000003_0005.wav,โกวาจี เล่น เพลง อ้าว
M0000000003_0011.wav,เพลง ต่อ ไป อยู่ ใน อัลบั้ม อะไร
M0000000003_0018.wav,แรนดอม เพลง
M0000000003_0020.wav,โกวาจี เพิ่ม เสียง
M0000000003_0030.wav,เพิ่ม ใน เพลลิสต์ เพลง โปรด
M0000000003_0031.wav,เพิ่ม ใน เพลลิสต์ เพลง ก่อนนอน
M0000000003_0032.wav,เล่น เพลง จาก เพลลิสต์ เพลง ก่อน นอน
M0000000003_0044.wav,พอส
M0000000003_0045.wav,สต็อป
M0000000003_0046.wav,ปิด โปรแกรม
M0000000003_0047.wav,โกวาจี บ๊ายบาย
M0000000003_0048.wav,ชัท ดาว
M0000000003_0051.wav,เปิด เพลง ไอแฮทยูไอเลิฟยู
M0000000003_0053.wav,เปิด เพลง เซเยส
M0000000003_0055.wav,เปิด เพลง เอฟเวอรี่ไทม
M0000000003_0056.wav,ขอ เพลง แคนท์เทคมายอายส์ออฟออฟยู
M0000000003_0060.wav,ขอ เพลง สเตย์วิฟมี
M0000000003_0061.wav,เล่น เพลง จาก เพลลิสต์ เพลง โปรด
M0000000003_0062.wav,เล่น เพลง จาก เพลลิสต์ เพลง อก หัก
M0000000003_0063.wav,เล่น เพลง จาก เพลลิสต์ เพลง ลูก ทุ่ง
M0000000003_0064.wav,เล่น เพลง ของ มารูนไฟฟ์
M0000000003_0065.wav,เล่น เพลง ของ ซูเปอร์จูเนียร์
M0000000003_0066.wav,เล่น เพลง ของ ศิลปิน ริฮันน่า
M0000000003_0068.wav,เล่น เพลง ของ ศิลปิน โจอี้บอย
M0000000003_0069.wav,เล่น เพลง จาก อัลบั้ม เดอะเรด
M0000000003_0070.wav,เล่น เพลง จาก อัลบั้ม เดอะเววเวท
M0000000003_0071.wav,โกวาจี แรนด้อม เพลง
M0000000003_0072.wav,โกวาจี เล่น ห้า เพลง
M0000000003_0073.wav,โกวาจี เล่น สิบ เพลง
M0000000003_0077.wav,โกวาจี ลา ก่อน
M0000000003_0079.wav,ชัฟเฟิล
M0000000003_0081.wav,กู๊ดไนท์
M0000000003_0082.wav,ลบ เพลง นี้ ออก จาก เพลย์ลิส
M0000000003_0083.wav,เอา ออก จาก เพลย์ลิส
M0000000003_0087.wav,ห้าม เล่น เพลง ของ เทเลอร์สวิฟ
M0000000003_0093.wav,โกวาจี เรา จบ กัน แค่ นี้
M0000000003_0099.wav,โกวาจี ขอบคุณ
M0000000004_0000.wav,โกวาจี
M0000000004_0001.wav,โกวาจี เล่น เพลง เชบออฟยู
M0000000004_0002.wav,โกวาจี เล่น เพลง ชูก้า
M0000000004_0003.wav,โกวาจี เล่น เพลง สเตย์
M0000000004_0004.wav,โกวาจี เล่น เพลง คู่ ชีวิต
M0000000004_0005.wav,โกวาจี เล่น เพลง อ้าว
M0000000004_0011.wav,เพลง ต่อ ไป อยู่ ใน อัลบั้ม อะไร
M0000000004_0018.wav,แรนดอม เพลง
M0000000004_0020.wav,โกวาจี เพิ่ม เสียง
M0000000004_0030.wav,เพิ่ม ใน เพลลิสต์ เพลง โปรด
M0000000004_0031.wav,เพิ่ม ใน เพลลิสต์ เพลง ก่อนนอน
M0000000004_0032.wav,เล่น เพลง จาก เพลลิสต์ เพลง ก่อน นอน
M0000000004_0044.wav,พอส
M0000000004_0045.wav,สต็อป
M0000000004_0046.wav,ปิด โปรแกรม
M0000000004_0047.wav,โกวาจี บ๊ายบาย
M0000000004_0048.wav,ชัท ดาว
M0000000004_0051.wav,เปิด เพลง ไอแฮทยูไอเลิฟยู
M0000000004_0053.wav,เปิด เพลง เซเยส
M0000000004_0055.wav,เปิด เพลง เอฟเวอรี่ไทม
M0000000004_0056.wav,ขอ เพลง แคนท์เทคมายอายส์ออฟออฟยู
M0000000004_0060.wav,ขอ เพลง สเตย์วิฟมี
M0000000004_0061.wav,เล่น เพลง จาก เพลลิสต์ เพลง โปรด
M0000000004_0062.wav,เล่น เพลง จาก เพลลิสต์ เพลง อก หัก
M0000000004_0063.wav,เล่น เพลง จาก เพลลิสต์ เพลง ลูก ทุ่ง
M0000000004_0064.wav,เล่น เพลง ของ มารูนไฟฟ์
M0000000004_0065.wav,เล่น เพลง ของ ซูเปอร์จูเนียร์
M0000000004_0066.wav,เล่น เพลง ของ ศิลปิน ริฮันน่า
M0000000004_0068.wav,เล่น เพลง ของ ศิลปิน โจอี้บอย
M0000000004_0069.wav,เล่น เพลง จาก อัลบั้ม เดอะเรด
M0000000004_0070.wav,เล่น เพลง จาก อัลบั้ม เดอะเววเวท
M0000000004_0071.wav,โกวาจี แรนด้อม เพลง
M0000000004_0072.wav,โกวาจี เล่น ห้า เพลง
M0000000004_0073.wav,โกวาจี เล่น สิบ เพลง
M0000000004_0077.wav,โกวาจี ลา ก่อน
M0000000004_0079.wav,ชัฟเฟิล
M0000000004_0081.wav,กู๊ดไนท์
M0000000004_0082.wav,ลบ เพลง นี้ ออก จาก เพลย์ลิส
M0000000004_0083.wav,เอา ออก จาก เพลย์ลิส
M0000000004_0087.wav,ห้าม เล่น เพลง ของ เทเลอร์สวิฟ
M0000000004_0093.wav,โกวาจี เรา จบ กัน แค่ นี้
M0000000004_0099.wav,โกวาจี ขอบคุณ
M0000000005_0000.wav,โกวาจี
M0000000005_0001.wav,โกวาจี เล่น เพลง เชบออฟยู
M0000000005_0002.wav,โกวาจี เล่น เพลง ชูก้า
M0000000005_0003.wav,โกวาจี เล่น เพลง สเตย์
M0000000005_0004.wav,โกวาจี เล่น เพลง คู่ ชีวิต
M0000000005_0005.wav,โกวาจี เล่น เพลง อ้าว
M0000000005_0011.wav,เพลง ต่อ ไป อยู่ ใน อัลบั้ม อะไร
M0000000005_0018.wav,แรนดอม เพลง
M0000000005_0020.wav,โกวาจี เพิ่ม เสียง
M0000000005_0030.wav,เพิ่ม ใน เพลลิสต์ เพลง โปรด
M0000000005_0031.wav,เพิ่ม ใน เพลลิสต์ เพลง ก่อนนอน
M0000000005_0032.wav,เล่น เพลง จาก เพลลิสต์ เพลง ก่อน นอน
M0000000005_0044.wav,พอส
M0000000005_0045.wav,สต็อป
M0000000005_0046.wav,ปิด โปรแกรม
M0000000005_0047.wav,โกวาจี บ๊ายบาย
M0000000005_0048.wav,ชัท ดาว
M0000000005_0051.wav,เปิด เพลง ไอแฮทยูไอเลิฟยู
M0000000005_0053.wav,เปิด เพลง เซเยส
M0000000005_0055.wav,เปิด เพลง เอฟเวอรี่ไทม
M0000000005_0056.wav,ขอ เพลง แคนท์เทคมายอายส์ออฟออฟยู
M0000000005_0060.wav,ขอ เพลง สเตย์วิฟมี
M0000000005_0061.wav,เล่น เพลง จาก เพลลิสต์ เพลง โปรด
M0000000005_0062.wav,เล่น เพลง จาก เพลลิสต์ เพลง อก หัก
M0000000005_0063.wav,เล่น เพลง จาก เพลลิสต์ เพลง ลูก ทุ่ง
M0000000005_0064.wav,เล่น เพลง ของ มารูนไฟฟ์
M0000000005_0065.wav,เล่น เพลง ของ ซูเปอร์จูเนียร์
M0000000005_0066.wav,เล่น เพลง ของ ศิลปิน ริฮันน่า
M0000000005_0068.wav,เล่น เพลง ของ ศิลปิน โจอี้บอย
M0000000005_0069.wav,เล่น เพลง จาก อัลบั้ม เดอะเรด
M0000000005_0070.wav,เล่น เพลง จาก อัลบั้ม เดอะเววเวท
M0000000005_0071.wav,โกวาจี แรนด้อม เพลง
M0000000005_0072.wav,โกวาจี เล่น ห้า เพลง
M0000000005_0073.wav,โกวาจี เล่น สิบ เพลง
M0000000005_0077.wav,โกวาจี ลา ก่อน
M0000000005_0079.wav,ชัฟเฟิล
M0000000005_0081.wav,กู๊ดไนท์
M0000000005_0082.wav,ลบ เพลง นี้ ออก จาก เพลย์ลิส
M0000000005_0083.wav,เอา ออก จาก เพลย์ลิส
M0000000005_0087.wav,ห้าม เล่น เพลง ของ เทเลอร์สวิฟ
M0000000005_0093.wav,โกวาจี เรา จบ กัน แค่ นี้
M0000000005_0099.wav,โกวาจี ขอบคุณ
M0000000090_0000.wav,โกวาจี
M0000000090_0001.wav,โกวาจี เดิน หน้า
M0000000090_0029.wav,ชาร์จ ธนู
M0000000090_0034.wav,สร้าง เกม
M0000000090_0035.wav,หยุด เกม
M0000000090_0036.wav,เล่น เกม ต่อ
M0000000090_0054.wav,วิง การ์เดียม เล วิ โอ ซ่า
M0000000090_0063.wav,แปลง ร่าง เป็น เดอะ แฟลช
M0000000090_0095.wav,เปิด โต๊ะ คราฟ
M0000000090_0096.wav,ปิด โต๊ะ คราฟ
M0000000090_0097.wav,คราฟ
M0000000090_0098.wav,คราฟ เลย
M0000000090_0099.wav,วาร์ป ไป ไหน ก็ ได้
M0000000090_0100.wav,ทำไม เรา ยัง ไม่ วาร์ป
M0000000090_0101.wav,วาร์ป ไป ข้าง หน้า
M0000000090_0102.wav,วาร์ป ไป ข้าง หลัง
M0000000090_0103.wav,วาร์ป ไป ทาง ซ้าย
M0000000090_0104.wav,วาร์ป ไป ทาง ขวา
M0000000090_0106.wav,รีเซท
M0000000104_0000.wav,โกวาจี
M0000000104_0001.wav,โกวาจี เดิน หน้า
M0000000104_0029.wav,ชาร์จ ธนู
M0000000104_0034.wav,สร้าง เกม
M0000000104_0035.wav,หยุด เกม
M0000000104_0036.wav,เล่น เกม ต่อ
M0000000104_0054.wav,วิง การ์เดียม เล วิ โอ ซ่า
M0000000104_0063.wav,แปลง ร่าง เป็น เดอะ แฟลช
M0000000104_0095.wav,เปิด โต๊ะ คราฟ
M0000000104_0096.wav,ปิด โต๊ะ คราฟ
M0000000104_0097.wav,คราฟ
M0000000104_0098.wav,คราฟ เลย
M0000000104_0099.wav,วาร์ป ไป ไหน ก็ ได้
M0000000104_0100.wav,ทำไม เรา ยัง ไม่ วาร์ป
M0000000104_0101.wav,วาร์ป ไป ข้าง หน้า
M0000000104_0102.wav,วาร์ป ไป ข้าง หลัง
M0000000104_0103.wav,วาร์ป ไป ทาง ซ้าย
M0000000104_0104.wav,วาร์ป ไป ทาง ขวา
M0000000104_0106.wav,รีเซท
M0000000109_0000.wav,โกวาจี
M0000000109_0001.wav,โกวาจี เดิน หน้า
M0000000109_0029.wav,ชาร์จ ธนู
M0000000109_0034.wav,สร้าง เกม
M0000000109_0035.wav,หยุด เกม
M0000000109_0036.wav,เล่น เกม ต่อ
M0000000109_0054.wav,วิง การ์เดียม เล วิ โอ ซ่า
M0000000109_0063.wav,แปลง ร่าง เป็น เดอะ แฟลช
M0000000109_0095.wav,เปิด โต๊ะ คราฟ
M0000000109_0096.wav,ปิด โต๊ะ คราฟ
M0000000109_0097.wav,คราฟ
M0000000109_0098.wav,คราฟ เลย
M0000000109_0099.wav,วาร์ป ไป ไหน ก็ ได้
M0000000109_0100.wav,ทำไม เรา ยัง ไม่ วาร์ป
M0000000109_0101.wav,วาร์ป ไป ข้าง หน้า
M0000000109_0102.wav,วาร์ป ไป ข้าง หลัง
M0000000109_0103.wav,วาร์ป ไป ทาง ซ้าย
M0000000109_0104.wav,วาร์ป ไป ทาง ขวา
M0000000109_0106.wav,รีเซท
M0000000112_0000.wav,โกวาจี
M0000000112_0001.wav,โกวาจี เดิน หน้า
M0000000112_0029.wav,ชาร์จ ธนู
M0000000112_0034.wav,สร้าง เกม
M0000000112_0035.wav,หยุด เกม
M0000000112_0036.wav,เล่น เกม ต่อ
M0000000112_0054.wav,วิง การ์เดียม เล วิ โอ ซ่า
M0000000112_0063.wav,แปลง ร่าง เป็น เดอะ แฟลช
M0000000112_0095.wav,เปิด โต๊ะ คราฟ
M0000000112_0096.wav,ปิด โต๊ะ คราฟ
M0000000112_0097.wav,คราฟ
M0000000112_0098.wav,คราฟ เลย
M0000000112_0099.wav,วาร์ป ไป ไหน ก็ ได้
M0000000112_0100.wav,ทำไม เรา ยัง ไม่ วาร์ป
M0000000112_0101.wav,วาร์ป ไป ข้าง หน้า
M0000000112_0102.wav,วาร์ป ไป ข้าง หลัง
M0000000112_0103.wav,วาร์ป ไป ทาง ซ้าย
M0000000112_0104.wav,วาร์ป ไป ทาง ขวา
M0000000112_0106.wav,รีเซท
M0000000115_0000.wav,โกวาจี
M0000000115_0001.wav,โกวาจี เดิน หน้า
M0000000115_0029.wav,ชาร์จ ธนู
M0000000115_0034.wav,สร้าง เกม
M0000000115_0035.wav,หยุด เกม
M0000000115_0036.wav,เล่น เกม ต่อ
M0000000115_0054.wav,วิง การ์เดียม เล วิ โอ ซ่า
M0000000115_0063.wav,แปลง ร่าง เป็น เดอะ แฟลช
M0000000115_0095.wav,เปิด โต๊ะ คราฟ
M0000000115_0096.wav,ปิด โต๊ะ คราฟ
M0000000115_0097.wav,คราฟ
M0000000115_0098.wav,คราฟ เลย
M0000000115_0099.wav,วาร์ป ไป ไหน ก็ ได้
M0000000115_0100.wav,ทำไม เรา ยัง ไม่ วาร์ป
M0000000115_0101.wav,วาร์ป ไป ข้าง หน้า
M0000000115_0102.wav,วาร์ป ไป ข้าง หลัง
M0000000115_0103.wav,วาร์ป ไป ทาง ซ้าย
M0000000115_0104.wav,วาร์ป ไป ทาง ขวา
M0000000115_0106.wav,รีเซท
M0000000159_0000.wav,โกวาจี
M0000000159_0001.wav,โกวาจี อยาก จะ ล้ม กระดาน
M0000000159_0002.wav,ธุลี กิน เอ สาม
M0000000159_0003.wav,ธุลี เดิน ไป เอ สาม
M0000000159_0004.wav,ธุลี ไป บี สอง
M0000000159_0005.wav,ธุลี เดิน ไป บี สอง
M0000000159_0006.wav,ธุลี ไป ซี สาม
M0000000159_0007.wav,ธุลี เดิน ไป ซี สาม
M0000000159_0008.wav,ธุลี ไป ดี สี่
M0000000159_0009.wav,เดิน ธุลี ไป ดี สี่
M0000000159_0010.wav,ธุลี อี ห้า เดิน อี เจ็ด
M0000000159_0011.wav,ธุลี อี ห้า เดิน ไป อี เจ็ด
M0000000159_0012.wav,ธุลี บี สาม ไป บี ห้า
M0000000159_0013.wav,ธุลี บี สาม เดิน ไป บี ห้า
M0000000159_0014.wav,ธุลี เอฟ หก ไป จี เจ็ด
M0000000159_0015.wav,ธุลี เอฟ หก เดิน ไป จี เจ็ด
M0000000159_0016.wav,ธุลี อี สี่ กิน เอฟ สาม
M0000000159_0017.wav,เดิน ธุลี อี สี่ ไป เอช หก
M0000000159_0018.wav,ก้อย กิน เอ สี่
M0000000159_0019.wav,เดิน ก้อย ไป เอ สี่
M0000000159_0020.wav,ก้อย กิน บี เจ็ด
M0000000159_0021.wav,เดิน ก้อย ไป บี เจ็ด
M0000000159_0022.wav,ก้อย ไป ซี ห้า
M0000000159_0023.wav,ก้อย เดิน ไป ซี ห้า
M0000000159_0024.wav,ก้อย ไป ดี สี่
M0000000159_0025.wav,ก้อย เดิน ไป ดี สี่
M0000000159_0026.wav,ก้อย เดิน อี ห้า
M0000000159_0027.wav,ก้อย เดิน ไป อี ห้า
M0000000159_0028.wav,ก้อย ไป เอฟ สอง
M0000000159_0029.wav,ก้อย เดิน ไป เอฟ สอง
M0000000159_0030.wav,ก้อย อี หก ไป จี แปด
M0000000159_0031.wav,ก้อย อี หก เดิน ไป จี แปด
M0000000159_0032.wav,ก้อย จี ห้า กิน เอช หก
M0000000159_0033.wav,เดิน ก้อย จี ห้า ไป เอช หก
M0000000159_0034.wav,เณร กิน เอ แปด
M0000000159_0035.wav,เณร เดิน ไป เอ แปด
M0000000159_0036.wav,เณร กิน บี สอง
M0000000159_0037.wav,เณร เดิน ไป บี สอง
M0000000159_0038.wav,เณร กิน ซี ห้า
M0000000159_0039.wav,เดิน เณร ไป ซี ห้า
M0000000159_0040.wav,เณร ไป ดี สาม
M0000000159_0041.wav,เดิน เณร ไป ดี สาม
M0000000159_0042.wav,เณร ไป อี หก
M0000000159_0043.wav,เณร เดิน ไป อี หก
M0000000159_0044.wav,เณร ไป เอฟ สี่
M0000000159_0045.wav,เดิน เณร ไป เอฟ สี่
M0000000159_0046.wav,เณร เอฟ หก ไป จี เจ็ด
M0000000159_0047.wav,เณร เอฟ หก เดิน ไป จี เจ็ด
M0000000159_0048.wav,เณร บี เจ็ด กิน เอช หนึ่ง
M0000000159_0049.wav,เดิน เณร บี เจ็ด ไป เอช หนึ่ง
M0000000159_0050.wav,เรือดำน้ำ กิน เอ สี่
M0000000159_0051.wav,เรือดำน้ำ เดิน ไป เอ สี่
M0000000159_0052.wav,เรือดำน้ำ กิน บี แปด
M0000000159_0053.wav,เรือดำน้ำ เดิน ไป บี แปด
M0000000159_0054.wav,เรือดำน้ำ ไป ซี สอง
M0000000159_0055.wav,เดิน เรือดำน้ำ ไป ซี สอง
M0000000159_0056.wav,เรือดำน้ำ ไป ดี สาม
M0000000159_0057.wav,เดิน เรือดำน้ำ ไป ดี สาม
M0000000159_0058.wav,เรือดำน้ำ อี สาม กิน อี ห้า
M0000000159_0059.wav,เรือดำน้ำ อี สาม เดิน ไป อี ห้า
M0000000159_0060.wav,เรือดำน้ำ เอฟ เจ็ด กิน เอฟ หนึ่ง
M0000000159_0061.wav,เรือดำน้ำ เอฟ เจ็ด เดิน ไป เอฟ หนึ่ง
M0000000159_0062.wav,เรือดำน้ำ เอ หก ไป จี หก
M0000000159_0063.wav,เดิน เรือดำน้ำ เอ หก ไป จี หก
M0000000159_0064.wav,เรือดำน้ำ บี เจ็ด ไป เอช เจ็ด
M0000000159_0065.wav,เดิน เรือดำน้ำ เอ หก ไป เอช เจ็ด
M0000000159_0066.wav,ฟูฟู กิน เอ สาม
M0000000159_0067.wav,เดิน ฟูฟู ไป เอ สาม
M0000000159_0068.wav,ฟูฟู กิน บี เจ็ด
M0000000159_0069.wav,เดิน ฟูฟู ไป บี เจ็ด
M0000000159_0070.wav,ฟูฟู ไป ซี หนึ่ง
M0000000159_0071.wav,ฟูฟู เดิน ไป ซี หนึ่ง
M0000000159_0072.wav,ฟูฟู ไป ดี ห้า
M0000000159_0073.wav,ฟูฟู เดิน ไป ดี ห้า
M0000000159_0074.wav,ฟูฟู ดี สาม กิน อี ห้า
M0000000159_0075.wav,เดิน ฟูฟู ดี สาม ไป อี ห้า
M0000000159_0076.wav,ฟูฟู อี แปด กิน เอฟ หก
M0000000159_0077.wav,เดิน ฟูฟู ดี สาม ไป เอฟ หก
M0000000159_0078.wav,ฟูฟู อี หก ไป จี เจ็ด
M0000000159_0079.wav,ฟูฟู อี หก เดิน ไป จี เจ็ด
M0000000159_0080.wav,ฟูฟู เอฟ เจ็ด ไป เอช แปด
M0000000159_0081.wav,ฟูฟู เอฟ เจ็ด เดิน ไป เอช แปด
M0000000159_0082.wav,ราชา  กิน เอ สี่
M0000000159_0083.wav,ราชา  เดิน ไป เอ สี่
M0000000159_0084.wav,ราชา  กิน บี สอง
M0000000159_0085.wav,ราชา  เดิน ไป บี สอง
M0000000159_0086.wav,ราชา  กิน ซี ห้า
M0000000159_0087.wav,ราชา  เดิน ไป ซี ห้า
M0000000159_0088.wav,เดิน ราชา  ไป ดี หนึ่ง
M0000000159_0089.wav,เดิน ราชา  ไป อี ห้า
M0000000159_0090.wav,เดิน ราชา  ไป เอฟ สาม
