audio,text
M0000000003_0036.wav,ลด อีก
M0000000003_0037.wav,เบา เบา หน่อย
M0000000003_0038.wav,เบา อีก
M0000000003_0039.wav,เบา เสียง
M0000000003_0040.wav,เงียบๆ
M0000000003_0041.wav,หยุด
M0000000003_0042.wav,หยุด ก่อน
M0000000003_0043.wav,หยุด ชั่ว คราว
M0000000003_0049.wav,ปิด เสียง
M0000000003_0050.wav,เงียบ
M0000000003_0052.wav,เปิด เพลง ใกล้
M0000000003_0054.wav,เปิด เพลง ชะตา ชีวิต
M0000000003_0057.wav,ขอ เพลง คู่ กัน
M0000000003_0058.wav,ขอ เพลง ฝน
M0000000003_0059.wav,ขอ เพลง ไกล
M0000000003_0067.wav,เล่น เพลง ของ ศิลปิน แสตมป์
M0000000003_0074.wav,เล่น เพลง อะไร ก็ ได้ สิบ นาที
M0000000003_0075.wav,เล่น เพลง อะไร ก็ ได้ ยี่สิบ นาที
M0000000003_0076.wav,เล่น เพลง ครึ่ง ชั่วโมง
M0000000003_0078.wav,เบา เสียง หน่อย
M0000000003_0080.wav,ลา ก่อย
M0000000003_0084.wav,ไม่ เอา เพลง นี้
M0000000003_0085.wav,ไม่ ชอบ เพลง นี้
M0000000003_0086.wav,ห้าม เล่น เพลง นี้
M0000000003_0088.wav,ข้าม เพลง นี้
M0000000003_0089.wav,ข้าม ไป
M0000000003_0090.wav,เพลง อื่น
M0000000003_0091.wav,พอ แล้ว
M0000000003_0092.wav,เลิก เล่น
M0000000003_0094.wav,ขอ เนื้อ เพลง นี้ หน่อย
M0000000003_0095.wav,เปิด เนื้อ เพลง
M0000000003_0096.wav,ดู เนื้อ เพลง หน่อย
M0000000003_0097.wav,เอา เพลง นี้ ออก ไป
M0000000003_0098.wav,ลบ เพลง นี้ ออก ไป จาก เครื่อง
M0000000004_0006.wav,เพลง นี้ ชื่อ อะไร
M0000000004_0007.wav,เพลง นี้ ยาว กี่ นาที
M0000000004_0008.wav,เพลง นี้ ใคร ร้อง
M0000000004_0009.wav,เพลง ต่อ ไป เพลง อะไร
M0000000004_0010.wav,เพลง ต่อ ไป ยาว เท่า ไหร่
M0000000004_0012.wav,หยุด เพลง
M0000000004_0013.wav,เล่น เพลง
M0000000004_0014.wav,เพลง ต่อ ไป
M0000000004_0015.wav,ข้าม
M0000000004_0016.wav,เปลี่ยน
M0000000004_0017.wav,สุ่ม เพลง
M0000000004_0019.wav,เล่น ซ้ำ
M0000000004_0021.wav,ดัง ดัง หน่อย
M0000000004_0022.wav,ลด เสียง
M0000000004_0023.wav,เล่น เพลง ที่ แล้ว
M0000000004_0024.wav,เล่น เพลง ก่อน หน้า
M0000000004_0025.wav,เล่น เพลง นี้ อีก รอบ
M0000000004_0026.wav,เริ่ม เพลง นี้ ใหม่
M0000000004_0027.wav,เล่น เพลง นี้ ซ้ำ
M0000000004_0028.wav,เพลง นี้ ใคร แต่ง
M0000000004_0029.wav,นักร้อง คนนี้ ชื่อ อะไร
M0000000004_0033.wav,ดัง อีก
M0000000004_0034.wav,เพิ่ม อีก
M0000000004_0035.wav,อีก
M0000000004_0036.wav,ลด อีก
M0000000004_0037.wav,เบา เบา หน่อย
M0000000004_0038.wav,เบา อีก
M0000000004_0039.wav,เบา เสียง
M0000000004_0040.wav,เงียบๆ
M0000000004_0041.wav,หยุด
M0000000004_0042.wav,หยุด ก่อน
M0000000004_0043.wav,หยุด ชั่ว คราว
M0000000004_0049.wav,ปิด เสียง
M0000000004_0050.wav,เงียบ
M0000000004_0052.wav,เปิด เพลง ใกล้
M0000000004_0054.wav,เปิด เพลง ชะตา ชีวิต
M0000000004_0057.wav,ขอ เพลง คู่ กัน
M0000000004_0058.wav,ขอ เพลง ฝน
M0000000004_0059.wav,ขอ เพลง ไกล
M0000000004_0067.wav,เล่น เพลง ของ ศิลปิน แสตมป์
M0000000004_0074.wav,เล่น เพลง อะไร ก็ ได้ สิบ นาที
M0000000004_0075.wav,เล่น เพลง อะไร ก็ ได้ ยี่สิบ นาที
M0000000004_0076.wav,เล่น เพลง ครึ่ง ชั่วโมง
M0000000004_0078.wav,เบา เสียง หน่อย
M0000000004_0080.wav,ลา ก่อย
M0000000004_0084.wav,ไม่ เอา เพลง นี้
M0000000004_0085.wav,ไม่ ชอบ เพลง นี้
M0000000004_0086.wav,ห้าม เล่น เพลง นี้
M0000000004_0088.wav,ข้าม เพลง นี้
M0000000004_0089.wav,ข้าม ไป
M0000000004_0090.wav,เพลง อื่น
M0000000004_0091.wav,พอ แล้ว
M0000000004_0092.wav,เลิก เล่น
M0000000004_0094.wav,ขอ เนื้อ เพลง นี้ หน่อย
M0000000004_0095.wav,เปิด เนื้อ เพลง
M0000000004_0096.wav,ดู เนื้อ เพลง หน่อย
M0000000004_0097.wav,เอา เพลง นี้ ออก ไป
M0000000004_0098.wav,ลบ เพลง นี้ ออก ไป จาก เครื่อง
M0000000005_0006.wav,เพลง นี้ ชื่อ อะไร
M0000000005_0007.wav,เพลง นี้ ยาว กี่ นาที
M0000000005_0008.wav,เพลง นี้ ใคร ร้อง
M0000000005_0009.wav,เพลง ต่อ ไป เพลง อะไร
M0000000005_0010.wav,เพลง ต่อ ไป ยาว เท่า ไหร่
M0000000005_0012.wav,หยุด เพลง
M0000000005_0013.wav,เล่น เพลง
M0000000005_0014.wav,เพลง ต่อ ไป
M0000000005_0015.wav,ข้าม
M0000000005_0016.wav,เปลี่ยน
M0000000005_0017.wav,สุ่ม เพลง
M0000000005_0019.wav,เล่น ซ้ำ
M0000000005_0021.wav,ดัง ดัง หน่อย
M0000000005_0022.wav,ลด เสียง
M0000000005_0024.wav,เล่น เพลง ก่อน หน้า
M0000000005_0025.wav,เล่น เพลง นี้ อีก รอบ
M0000000005_0026.wav,เริ่ม เพลง นี้ ใหม่
M0000000005_0027.wav,เล่น เพลง นี้ ซ้ำ
M0000000005_0028.wav,เพลง นี้ ใคร แต่ง
M0000000005_0029.wav,นักร้อง คนนี้ ชื่อ อะไร
M0000000005_0033.wav,ดัง อีก
M0000000005_0034.wav,เพิ่ม อีก
M0000000005_0035.wav,อีก
M0000000005_0036.wav,ลด อีก
M0000000005_0037.wav,เบา เบา หน่อย
M0000000005_0038.wav,เบา อีก
M0000000005_0039.wav,เบา เสียง
M0000000005_0040.wav,เงียบๆ
M0000000005_0041.wav,หยุด
M0000000005_0042.wav,หยุด ก่อน
M0000000005_0043.wav,หยุด ชั่ว คราว
M0000000005_0049.wav,ปิด เสียง
M0000000005_0050.wav,เงียบ
M0000000005_0052.wav,เปิด เพลง ใกล้
M0000000005_0054.wav,เปิด เพลง ชะตา ชีวิต
M0000000005_0057.wav,ขอ เพลง คู่ กัน
M0000000005_0058.wav,ขอ เพลง ฝน
M0000000005_0059.wav,ขอ เพลง ไกล
M0000000005_0067.wav,เล่น เพลง ของ ศิลปิน แสตมป์
M0000000005_0074.wav,เล่น เพลง อะไร ก็ ได้ สิบ นาที
M0000000005_0075.wav,เล่น เพลง อะไร ก็ ได้ ยี่สิบ นาที
M0000000005_0076.wav,เล่น เพลง ครึ่ง ชั่วโมง
M0000000005_0078.wav,เบา เสียง หน่อย
M0000000005_0080.wav,ลา ก่อย
M0000000005_0084.wav,ไม่ เอา เพลง นี้
M0000000005_0085.wav,ไม่ ชอบ เพลง นี้
M0000000005_0086.wav,ห้าม เล่น เพลง นี้
M0000000005_0088.wav,ข้าม เพลง นี้
M0000000005_0089.wav,ข้าม ไป
M0000000005_0090.wav,เพลง อื่น
M0000000005_0091.wav,พอ แล้ว
M0000000005_0092.wav,เลิก เล่น
M0000000005_0094.wav,ขอ เนื้อ เพลง นี้ หน่อย
M0000000005_0095.wav,เปิด เนื้อ เพลง
M0000000005_0096.wav,ดู เนื้อ เพลง หน่อย
M0000000005_0097.wav,เอา เพลง นี้ ออก ไป
M0000000005_0098.wav,ลบ เพลง นี้ ออก ไป จาก เครื่อง
M0000000090_0002.wav,ก้าว หน้า
M0000000090_0003.wav,ก้าว หลัง
M0000000090_0004.wav,ก้าว ซ้าย
M0000000090_0005.wav,ก้าว ขวา
M0000000090_0006.wav,หยุด เดิน
M0000000090_0007.wav,เดิน หน้า
M0000000090_0008.wav,เดิน หลัง
M0000000090_0009.wav,เดิน ซ้าย
M0000000090_0010.wav,เดิน ขวา
M0000000090_0011.wav,วิ่ง หน้า
M0000000090_0012.wav,วิ่ง
M0000000090_0013.wav,วิ่ง หน้า วิ่ง
M0000000090_0014.wav,ย่อ ตัว
M0000000090_0015.wav,กระโดด หน้า
M0000000090_0016.wav,กระโดด หลัง
M0000000090_0017.wav,กระโดด ซ้าย
M0000000090_0018.wav,กระโดด ขวา
M0000000090_0019.wav,กระโดด ไป หน้า
M0000000090_0020.wav,กระโดด ถอย หลัง
M0000000090_0021.wav,หมุน กล้อง ขึ้น
M0000000090_0022.wav,หมุุน กล้อง ลง
M0000000090_0023.wav,หมุน กล้อง ซ้าย
M0000000090_0024.wav,หมุน กล้อง ขวา
M0000000090_0025.wav,กลับ หลัง หัน
M0000000090_0026.wav,ตี
M0000000090_0027.wav,ป้องกัน
M0000000090_0028.wav,โจมตี
M0000000090_0030.wav,ปล่อย ธนู
M0000000090_0031.wav,จะ ทุบ แล้ว น้า
M0000000090_0032.wav,จะ วาง แล้ว จ้า
M0000000090_0033.wav,อยาก กด ปุ่ม จัง
M0000000090_0037.wav,โอม ฝน จง ตก
M0000000090_0038.wav,โอม แดด จง ออก
M0000000090_0039.wav,โอม ฟ้า จง ร้อง
M0000000090_0040.wav,โอม จง เป็น ตอนเช้า
M0000000090_0041.wav,โอม จง เป็น ตอนสาย
M0000000090_0042.wav,โอม จง เป็น ตอนบ่าย
M0000000090_0043.wav,โอม จง เป็น ตอนเย็น
M0000000090_0044.wav,โอม จง เป็น กลางคืน
M0000000090_0045.wav,โอม แคล้ว คลาด ปลอดภัย
M0000000090_0046.wav,โอม ภัย อันตราย
M0000000090_0047.wav,โอม อยาก มีภัย
M0000000090_0048.wav,โอม เสก หมู หนึ่ง ตัว
M0000000090_0049.wav,โอม ดาบ เอ๋ย จง ศักดิ์สิทธิ์
M0000000090_0050.wav,ดาบ เอ๋ย จง แหลม
M0000000090_0051.wav,ดาบ เอ๋ย จง ไฟ ลุก โชติ ช่วง
M0000000090_0052.wav,ธนู เอ๋ย จง เป็น อนันต์
M0000000090_0053.wav,ธนู เอ๋ย จง ไฟ ลุก โชติ ช่วง
M0000000090_0055.wav,ธนู เอ๋ย จง คงกระพัน
M0000000090_0056.wav,ดาบ เอ๋ย จง คงกระพัน
M0000000090_0057.wav,ธนู เอ๋ย จง ทรง พลัง
M0000000090_0058.wav,ดาบ เอ๋ย จง ทรง พลัง
M0000000090_0059.wav,โอม จง โดน ปล้น
M0000000090_0060.wav,โอม จง ล่องหน
M0000000090_0061.wav,โอม จง วิ่ง เร็ว
M0000000090_0062.wav,แปลง ร่าง เป็น หลวง ปู่ เค็ม
M0000000090_0064.wav,ฟื้น พลัง ชีวิต
M0000000090_0065.wav,อิ่ม ทิพย์
M0000000090_0066.wav,ว้าย โป๊
M0000000090_0067.wav,ฟ้า ผ่า
M0000000090_0068.wav,กิน นม
M0000000090_0069.wav,ข้า คือ พระ เจ้า
M0000000090_0070.wav,ข้า อยาก เป็น คน ธรรมดา
M0000000090_0071.wav,เผา
M0000000090_0072.wav,โอม หาย ใจ ใต้ น้ำ
M0000000090_0073.wav,โอม ถ้ำ มอง กลางคืน
M0000000090_0074.wav,โอ๊ย ติด โควิด
M0000000090_0075.wav,ตักน้ำ
M0000000090_0076.wav,ตักลาวา
M0000000090_0077.wav,ใส่ ปุ๋ย
M0000000090_0078.wav,ให้อาหาร
M0000000090_0079.wav,ขี่่ หมู
M0000000090_0080.wav,ขี่ ม้า
M0000000090_0081.wav,ขี่ แมงมุม
M0000000090_0082.wav,ลง เรือ
M0000000090_0083.wav,ขึ้น รถราง
M0000000090_0084.wav,เปิด ประตู
M0000000090_0085.wav,ปิด ประตู
M0000000090_0086.wav,จุด ไฟ
M0000000090_0087.wav,กิน อาหาร
M0000000090_0088.wav,ทิ้ง ขยะ
M0000000090_0089.wav,ขว้าง ยา
M0000000090_0090.wav,ปา ไข่
M0000000090_0091.wav,ตก ปลา
M0000000090_0092.wav,เลือก ช่อง ห้า
M0000000090_0093.wav,ถือ ช่อง เก้า
M0000000090_0094.wav,วาง ช่อง สอง
M0000000090_0105.wav,ประตู ไป ไหน ก็ ได้
M0000000104_0002.wav,ก้าว หน้า
M0000000104_0003.wav,ก้าว หลัง
M0000000104_0004.wav,ก้าว ซ้าย
M0000000104_0005.wav,ก้าว ขวา
M0000000104_0006.wav,หยุด เดิน
M0000000104_0007.wav,เดิน หน้า
M0000000104_0008.wav,เดิน หลัง
M0000000104_0009.wav,เดิน ซ้าย
M0000000104_0010.wav,เดิน ขวา
M0000000104_0011.wav,วิ่ง หน้า
M0000000104_0012.wav,วิ่ง
M0000000104_0013.wav,วิ่ง หน้า วิ่ง
M0000000104_0014.wav,ย่อ ตัว
M0000000104_0015.wav,กระโดด หน้า
M0000000104_0016.wav,กระโดด หลัง
M0000000104_0017.wav,กระโดด ซ้าย
M0000000104_0018.wav,กระโดด ขวา
M0000000104_0019.wav,กระโดด ไป หน้า
M0000000104_0020.wav,กระโดด ถอย หลัง
M0000000104_0021.wav,หมุน กล้อง ขึ้น
M0000000104_0022.wav,หมุุน กล้อง ลง
M0000000104_0023.wav,หมุน กล้อง ซ้าย
M0000000104_0024.wav,หมุน กล้อง ขวา
M0000000104_0025.wav,กลับ หลัง หัน
M0000000104_0026.wav,ตี
M0000000104_0027.wav,ป้องกัน
M0000000104_0028.wav,โจมตี
M0000000104_0030.wav,ปล่อย ธนู
M0000000104_0031.wav,จะ ทุบ แล้ว น้า
M0000000104_0032.wav,จะ วาง แล้ว จ้า
M0000000104_0033.wav,อยาก กด ปุ่ม จัง
M0000000104_0037.wav,โอม ฝน จง ตก
M0000000104_0038.wav,โอม แดด จง ออก
M0000000104_0039.wav,โอม ฟ้า จง ร้อง
M0000000104_0040.wav,โอม จง เป็น ตอนเช้า
M0000000104_0041.wav,โอม จง เป็น ตอนสาย
M0000000104_0042.wav,โอม จง เป็น ตอนบ่าย
M0000000104_0043.wav,โอม จง เป็น ตอนเย็น
M0000000104_0044.wav,โอม จง เป็น กลางคืน
M0000000104_0045.wav,โอม แคล้ว คลาด ปลอดภัย
M0000000104_0046.wav,โอม ภัย อันตราย
M0000000104_0047.wav,โอม อยาก มีภัย
M0000000104_0048.wav,โอม เสก หมู หนึ่ง ตัว
M0000000104_0049.wav,โอม ดาบ เอ๋ย จง ศักดิ์สิทธิ์
M0000000104_0050.wav,ดาบ เอ๋ย จง แหลม
M0000000104_0051.wav,ดาบ เอ๋ย จง ไฟ ลุก โชติ ช่วง
M0000000104_0052.wav,ธนู เอ๋ย จง เป็น อนันต์
M0000000104_0053.wav,ธนู เอ๋ย จง ไฟ ลุก โชติ ช่วง
M0000000104_0055.wav,ธนู เอ๋ย จง คงกระพัน
M0000000104_0056.wav,ดาบ เอ๋ย จง คงกระพัน
M0000000104_0057.wav,ธนู เอ๋ย จง ทรง พลัง
M0000000104_0058.wav,ดาบ เอ๋ย จง ทรง พลัง
M0000000104_0059.wav,โอม จง โดน ปล้น
M0000000104_0060.wav,โอม จง ล่องหน
M0000000104_0061.wav,โอม จง วิ่ง เร็ว
M0000000104_0062.wav,แปลง ร่าง เป็น หลวง ปู่ เค็ม
M0000000104_0064.wav,ฟื้น พลัง ชีวิต
M0000000104_0065.wav,อิ่ม ทิพย์
M0000000104_0066.wav,ว้าย โป๊
M0000000104_0067.wav,ฟ้า ผ่า
M0000000104_0068.wav,กิน นม
M0000000104_0069.wav,ข้า คือ พระ เจ้า
M0000000104_0070.wav,ข้า อยาก เป็น คน ธรรมดา
M0000000104_0071.wav,เผา
M0000000104_0072.wav,โอม หาย ใจ ใต้ น้ำ
M0000000104_0073.wav,โอม ถ้ำ มอง กลางคืน
M0000000104_0074.wav,โอ๊ย ติด โควิด
M0000000104_0075.wav,ตักน้ำ
M0000000104_0076.wav,ตักลาวา
M0000000104_0077.wav,ใส่ ปุ๋ย
M0000000104_0078.wav,ให้อาหาร
M0000000104_0079.wav,ขี่่ หมู
M0000000104_0080.wav,ขี่ ม้า
M0000000104_0081.wav,ขี่ แมงมุม
M0000000104_0082.wav,ลง เรือ
M0000000104_0083.wav,ขึ้น รถราง
M0000000104_0084.wav,เปิด ประตู
M0000000104_0085.wav,ปิด ประตู
M0000000104_0086.wav,จุด ไฟ
M0000000104_0087.wav,กิน อาหาร
M0000000104_0088.wav,ทิ้ง ขยะ
M0000000104_0089.wav,ขว้าง ยา
M0000000104_0090.wav,ปา ไข่
M0000000104_0091.wav,ตก ปลา
M0000000104_0092.wav,เลือก ช่อง ห้า
M0000000104_0093.wav,ถือ ช่อง เก้า
M0000000104_0094.wav,วาง ช่อง สอง
M0000000104_0105.wav,ประตู ไป ไหน ก็ ได้
M0000000109_0002.wav,ก้าว หน้า
M0000000109_0003.wav,ก้าว หลัง
M0000000109_0004.wav,ก้าว ซ้าย
M0000000109_0005.wav,ก้าว ขวา
M0000000109_0006.wav,หยุด เดิน
M0000000109_0007.wav,เดิน หน้า
M0000000109_0008.wav,เดิน หลัง
